Time,Event,A1,A2,A3,A4,A5,A6,A7,A9,A10,A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A28,A29,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C12,C13,C14,C15,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C31,C32,D1,D5,D6,D7,D8,D10,D11,D12,D14,D15,D17,D22,D23,D24,D26,D27,D32,E2,E7,E8,E9,E10,E11,E12,E14,E16,E18,E19,E23,E24,E25,E26,E27,E31,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F21,F23,F25,F26,F28,F29,F30,F31,F32,G2,G3,G4,G7,G8,G9,G10,G11,G12,G15,G17,G18,G19,G21,G22,G24,G25,G26,G28,G29,G30,G31,H1,H3,H7,H9,H10,H12,H14,H15,H16,H17,H19,H22,H23,EXG1,EXG2,EXG6
1825054.6875,enter,33.5782,-1.057639,-2.400409,-7.450392,-1.951935,6.988503,17.97858,37.01316,-0.2801488,-8.788631,-6.765291,-2.775856,-8.786607,-12.0798,-31.79745,-9.812321,2.563314,-4.489741,-13.59157,-15.29114,23.79468,15.1042,-5.069361,37.04407,40.45729,37.34118,31.86627,35.28912,27.04295,29.47841,26.16672,33.6265,15.78935,18.84225,24.4573,-5.664216,-1.146842,4.504023,19.92575,13.91037,46.00841,14.07412,36.21283,11.96009,4.619037,0.3129467,-0.5126405,52.11347,22.5946,20.36609,24.76648,32.65899,19.36956,11.73352,24.65209,8.041162,4.728804,27.73949,12.2346,15.88668,23.25582,18.3373,-7.858866,36.88659,16.61708,39.46612,-6.538023,40.90417,41.95222,23.39537,26.11392,-2.508986,-0.8823936,25.61921,34.66386,-3.768953,4.095162,-1.539357,-4.94804,-5.784538,38.559,9.808948,26.09163,28.72639,-6.286733,39.19886,24.61727,8.844733,17.82541,25.99838,7.793453,-15.79195,3.083519,30.3822,44.15738,2.665828,26.74885,44.51931,-0.9526775,-9.440794,-8.137224,-12.76145,4.708169,-10.56789,-9.846278,1.12108,-22.20894,3.353395,8.370635,14.22441,51.04823,-8.473235,-3.283451,-1.270219,0.9146243,-0.2944761,-4.670738,21.91768,36.78429,9.454909,6.817838,16.85464,13.67615,15.78379,14.71535,14.64175,6.350924,7.104576,-5.742435,15.88385,19.4138,14.17796,19.60067,5.124817,-8.728809,1.43951,7.352319,11.20147,31.98132,16.00099,20.3337,18.88255,-6.105651,-5.910442,-25.9662,25.13296,-26.50486,-8.784326,-8.45609,-21.35292,-21.31047,-0.2099238,-20.82938,3.659856,-5.87145,-8.769806,-0.5833655,-5.669615,-4.793203,-3.363014,-0.773272,8.636373,-1.047172,17.07275,15.52642,39.90648,22.57394,5.675698,9.089713,27.29345,30.08204,0.7084079,13.80672,5.149712,29.9721,2.034167,-5.141703,1.445059,27.42434,8.173592
1853718.75,disgust,20.6616,-25.53527,-27.242,-36.00821,-32.41849,-18.24841,-8.695692,24.12331,-21.77839,-26.26461,-20.39863,-7.761057,-20.27339,-17.23412,-37.52119,-27.06021,-12.12253,-6.832575,-15.27471,-19.26029,13.0049,12.15729,-7.356617,3.547041,7.373384,4.246628,1.18903,6.958433,-6.904717,-2.209667,-5.608294,-0.316413,-16.38206,-13.19092,-8.948196,-41.07352,-34.90239,-29.13964,-16.85042,-24.75112,3.079562,-24.13939,6.986828,-21.03344,-28.3833,-36.77764,-36.58998,9.322782,-21.66968,-6.516475,-8.653987,-5.368213,-22.50297,-29.42021,41.69931,24.38066,20.20485,43.28139,7.699564,2.91221,11.44263,1.949097,6.658878,31.23992,18.65814,35.2533,14.24187,36.70964,42.19752,23.88327,30.14991,14.15845,14.78427,35.73493,41.17797,5.173225,21.18349,14.07786,10.9087,3.768255,55.45052,-16.28598,-4.117962,4.544755,-22.73643,10.87984,13.86542,-3.733428,3.302894,9.493707,-1.420583,-23.18008,-0.8125153,24.07842,37.42769,4.908802,26.40137,44.85896,-5.638739,-2.275586,-0.4486736,-8.45945,12.5623,-2.222994,-1.486497,4.613997,-16.36664,5.519379,9.411154,13.85361,50.18988,-10.41509,-5.14685,-1.678741,-17.07862,-20.484,-23.15817,-0.970535,13.74151,-21.53294,-25.3893,-23.57489,-24.38649,-22.44936,-22.04804,-25.14268,-6.781351,-19.56577,-33.47586,-15.08857,-10.38133,-16.63353,-4.814005,-4.918954,-19.48548,-1.491492,-3.824612,5.587981,7.103581,-7.917092,-2.120106,-3.304761,-8.13061,-7.590023,-25.76983,26.53003,-23.79176,-11.28137,-9.807483,-20.73942,-16.64124,19.25284,-11.28759,-3.845194,13.02833,8.040215,14.12827,4.719225,1.302173,3.739184,18.78551,27.25964,17.72948,22.77008,-14.51651,6.206693,-7.643238,-20.62609,-18.64872,0.5878767,-2.914968,-31.19733,-21.54231,-27.33365,0.004581328,-25.80995,-25.01022,-4.728135,20.0487,-25.20108
2024820.3125,exit,19.73314,-21.41396,-19.60934,-27.41234,-18.78638,-4.288785,12.35652,23.33174,-14.03311,-13.61805,-7.211206,-2.717248,-15.61525,-13.25312,-30.9064,-16.3926,1.832008,-3.109891,-11.59559,-14.6934,20.79335,15.57581,-2.866039,24.87937,29.40527,23.68527,17.49436,19.25335,19.63355,25.73199,18.71003,26.44256,4.462589,17.05331,22.19873,-15.69648,3.102359,8.367199,19.99892,6.866288,32.07856,-4.186493,39.58583,14.46742,8.881286,1.437856,-4.760175,41.99645,2.59681,29.17031,30.3866,31.8088,5.157677,-2.876488,20.93595,4.404497,2.349542,26.73798,26.23884,20.73819,11.28189,-8.348633,-9.116751,51.1077,15.13874,26.59077,-7.166198,53.61512,39.54783,10.95935,15.7081,-4.063949,-4.012962,22.80787,25.60215,-7.036192,0.9198709,-4.581307,-6.187109,-6.804182,36.80934,-4.16014,7.086776,10.02427,-16.66092,15.16652,25.9537,-1.749427,3.313864,22.0869,9.985755,-23.84751,1.441597,28.40955,37.77997,0.3018425,27.00372,44.07318,-14.06004,-13.90244,-8.088779,-19.28989,4.678977,-10.25288,-8.206374,2.972291,-19.51321,6.929869,10.84953,17.13874,38.74902,-9.230141,2.246338,2.432853,-20.47272,1.447333,3.631237,32.26814,47.10863,15.3816,8.736698,8.08148,-0.599203,-2.515149,-4.252458,-10.04652,-2.760602,-17.17135,-17.46666,-3.466146,-0.7764062,3.18327,19.43592,27.01077,-2.255212,19.30202,27.8925,23.02876,16.17924,-9.734513,2.721243,-7.453879,-4.374872,-2.64767,-22.18127,26.76758,-22.27776,-10.70065,-12.41761,-20.60997,-21.41889,-4.780708,-19.83836,23.22386,-11.71941,-8.016633,1.199842,4.318951,5.363152,6.620857,-4.658194,3.936185,-5.881609,31.47887,-0.6360163,22.16657,5.889112,-13.99103,-17.69157,5.519592,14.24667,-16.53724,-12.41037,-12.73215,7.490093,-20.8937,-28.36246,0.3683829,19.74017,-20.9816
2082390.625,enter,8.972001,-29.89566,-27.57065,-36.23982,-26.04588,-10.47084,3.361525,14.48012,-20.56743,-16.8553,-12.70512,-12.77207,-23.08535,-20.98769,-40.21411,-18.45191,-3.432572,-13.70834,-21.65922,-24.0353,14.36988,5.423014,-13.41067,6.849983,8.467602,1.958323,-4.552685,2.655648,-1.002274,2.282368,-6.398115,0.4678016,-19.02565,-2.327256,-5.159956,-34.13878,-16.78995,-12.46634,-3.935863,-7.731768,17.28795,-12.24094,24.6835,-2.997785,-9.283881,-15.99812,-14.54559,37.19249,1.492794,9.228352,13.6787,15.70969,0.5450392,-5.622318,6.911243,-6.825686,-10.40894,13.33654,10.53632,10.26439,19.9404,4.78278,-22.33251,35.87381,9.912657,28.26185,-20.73325,39.36289,35.32626,11.36329,16.16156,-17.76224,-17.22307,16.06141,24.09278,-14.04582,-11.11476,-17.92609,-20.19526,-11.36369,23.50325,-18.21532,7.86644,6.35024,-23.59063,26.25594,15.00669,-2.274981,2.655679,19.71931,2.020962,-19.75294,-2.63032,24.29588,38.03396,1.934889,24.84452,43.95456,-6.527431,-12.14947,-13.30577,-21.0783,-1.5456,-16.75756,-14.80608,2.895287,-21.58917,3.38207,8.93476,14.84358,43.93392,-8.039693,1.496831,3.585116,-8.135559,-7.934296,-10.83958,14.78238,30.67566,-0.5188151,-3.7559,1.787381,-4.005991,-2.59357,-0.05313161,-3.88823,-1.754696,-2.924572,-16.29472,1.6099,3.614832,1.674589,14.09556,5.078139,-15.34914,2.982575,7.125049,7.975008,17.87043,2.110712,7.512449,6.190859,-10.55946,-12.00446,-32.85934,19.11939,-32.42291,-12.97302,-7.591942,-22.56752,-25.15088,-13.62455,-28.37646,7.47934,-18.47653,-17.99399,-5.642725,-3.996269,-7.578427,-6.98967,-13.11045,-4.480626,-15.42378,19.99235,-19.27336,2.813204,-8.6593,-29.19955,-29.19635,-1.900916,-2.662603,-32.88703,-24.2847,-28.20033,-2.813259,-25.4456,-30.39085,-4.72793,18.53685,-26.99894
2105476.5625,love,6.53471,-32.1635,-30.26914,-33.43659,-31.88592,-9.766658,7.691103,10.99296,-32.49868,-1.608635,2.544934,-14.66988,-28.75105,-30.18476,-47.85749,-30.07985,10.72547,-17.41909,-25.80268,-29.43343,-10.94897,0.0658419,-17.8463,5.55537,8.634684,2.938946,3.05386,6.715284,-0.1837146,2.84129,-2.688955,9.055956,-9.167298,-3.013891,-1.35573,-29.32495,-15.46994,-11.02668,-2.047386,-9.492004,24.84121,-4.60572,23.06653,-2.289927,-8.947521,-19.41005,-19.06251,37.4341,2.641217,11.51027,18.20151,16.04737,0.156503,-5.570975,25.74739,10.11135,6.961563,30.57195,18.54669,12.10704,19.74328,9.764514,-5.268365,43.2682,15.185,31.04685,-2.692549,45.51834,39.73685,16.04485,21.48853,-0.05712938,0.206133,21.75771,28.23608,-8.70214,5.947788,-0.0400215,-2.018218,-9.44715,41.01323,-8.174087,9.866848,9.361588,-25.99235,25.3311,6.157563,-7.059718,2.979414,8.709863,-8.873721,-31.6384,-12.5759,13.90903,27.00873,-8.241994,14.57256,32.20549,-5.991523,-11.97037,-7.041276,-14.47261,3.372102,-9.127615,-9.210047,-0.4143646,-25.24745,-4.502144,1.048807,9.119687,38.09248,-16.27268,-9.638161,-3.596965,-4.137286,-5.911113,-7.861768,21.44309,35.71867,2.02407,-6.006662,3.759869,-0.3411549,-1.737013,-0.6109605,-2.396256,-3.737431,-4.832168,-17.19109,4.421508,7.885168,2.307466,8.156467,18.82413,-15.72888,10.46022,19.77625,16.1952,21.77917,7.941323,11.10673,11.62955,-13.87185,-14.95563,-34.26485,20.51334,-32.33406,-15.98621,-12.91807,-23.81761,-23.29854,3.965818,-23.23657,20.96364,-1.6962,-8.518942,7.462105,4.919575,9.254803,9.54584,4.505424,14.16164,2.409265,27.36127,-14.54294,2.461335,-9.584297,-22.06795,-20.78213,-2.082302,-3.078376,-33.02762,-25.38839,-29.31989,-8.712034,-31.05063,-29.81805,-15.84683,7.388413,-32.08683
2226351.5625,exit,22.11792,-18.11076,-19.5703,-26.52355,-19.09756,-5.91131,7.933238,25.86604,-12.23321,-13.20925,-7.027054,-10.11053,-16.72386,-19.41945,-34.09809,-13.82069,1.292489,-9.776047,-17.2664,-19.66071,18.85065,7.755876,-8.296607,16.27276,21.30323,14.34311,8.067733,11.68083,11.30297,14.19311,5.330665,16.07337,-4.509796,8.426292,10.58703,-18.26222,-7.30444,-0.00336141,12.20762,7.756118,33.98182,-0.9559889,25.74611,1.170024,-4.389529,-5.356312,-6.902431,47.87448,9.386747,6.472447,12.67866,22.33921,7.512799,2.222544,21.49707,7.601173,3.059296,27.7003,7.405736,9.065459,11.45654,-12.66999,-7.351731,33.78815,11.67282,24.54681,-4.583754,35.70525,36.16621,7.897368,16.80651,-1.236155,-1.112497,19.46195,26.40708,-5.898668,2.757313,-1.464597,-5.021621,0.3263433,39.15643,-3.785764,15.17067,11.58643,-23.31163,27.34497,17.97415,1.502378,1.024364,17.25473,5.873313,-23.09831,0.6053352,23.18916,32.5958,-0.757471,24.02933,35.01215,-14.21897,-17.17159,-8.17168,-16.03652,2.904686,-10.43932,-10.52723,-15.87181,-26.32361,-2.550328,-1.148115,3.421879,21.81128,-13.93962,-8.403995,-7.973094,-30.5559,0.0370519,-10.59934,8.7471,22.88007,-0.8473727,-0.9257174,4.888536,-3.422006,1.738221,4.232061,2.978575,-1.674373,-0.5786247,-18.78722,-4.433683,-2.669948,0.2064362,14.7012,-5.16864,-8.185162,-2.318695,-4.874441,4.692039,14.20866,-14.95166,-2.244725,-9.408781,-8.134923,-10.94596,-26.48737,21.51989,-28.88516,-7.679529,-13.33328,-25.16246,-27.53506,-2.738829,-24.83176,-8.173074,-9.979313,-6.814331,-0.02334314,-2.418939,-5.899706,-5.674306,-2.558055,8.402963,-3.413949,14.33589,-10.43708,15.41439,1.390964,-18.60252,-15.33842,3.800516,6.199556,-19.55819,-17.06926,-15.32891,4.573853,-24.76943,-28.97532,-10.50532,10.71284,-9.421141
2283929.6875,enter,31.76511,2.423859,-2.377447,-9.105036,-9.326327,5.990883,19.4486,36.18357,0.4334956,2.966093,7.214411,1.047477,-7.470903,-6.201742,-24.53065,-1.747805,14.50039,-0.9288568,-7.784816,-11.18458,30.87299,16.32759,-0.1738691,26.20463,29.51654,23.11718,22.06562,27.27603,19.14155,19.76401,14.80776,26.11749,9.684092,12.29577,12.69353,-12.98027,-5.842255,-3.554776,5.801001,-7.816566,24.49091,-0.2322664,35.14528,4.969337,-5.141115,-14.08397,-18.00545,34.08875,-5.373002,20.59397,25.93077,16.64786,-1.447374,-11.67991,22.79144,8.135776,4.807785,28.93375,13.22393,22.92464,35.51042,24.12111,-7.973703,40.58629,21.9871,46.04195,-5.335037,42.51669,45.47922,25.71323,26.62439,-1.457155,-1.461145,27.26439,33.11632,0.8001339,4.439592,-0.3018498,-3.056414,-1.157412,39.64746,4.857024,13.38886,20.83804,-4.036991,24.08321,31.09525,9.827613,14.91278,16.90751,6.396441,-15.13509,0.9299276,26.01029,38.5478,-0.9659954,27.351,43.8976,-8.494355,-5.297033,-5.594723,-11.30634,5.767116,-7.098316,-5.831077,2.404101,-19.04304,4.885387,9.894191,16.65584,45.38954,-9.632575,-0.4969416,1.282172,-5.761815,8.972614,2.353138,21.8564,35.43035,3.913311,-0.4749806,-2.084877,-2.86886,-6.872502,-8.605024,-10.30268,-8.551645,-13.03335,-22.15501,-0.1062666,12.7853,8.394108,18.15264,2.191131,4.639404,4.241342,3.594852,10.47648,32.24131,16.17598,9.321936,23.90438,-1.674962,-0.6878334,-19.16154,30.74271,-20.71406,-2.324103,-3.873693,-12.82942,-16.2389,1.611096,-15.2601,3.618499,-3.855319,-4.642469,0.5580594,-2.432826,-6.587489,-6.556503,2.374627,13.39428,1.877545,18.30298,6.058845,26.40403,12.97491,-1.040249,-5.080396,21.45014,20.95401,-5.484822,1.989476,0.8769413,23.68954,-9.984808,-10.06732,-2.312145,29.49915,-3.03093
2313558.59375,grief,17.41326,-13.54238,-17.73025,-19.70697,-7.870746,5.55725,12.29656,21.8213,-8.476868,-3.583109,-1.378713,-6.266538,-14.43741,-14.64589,-29.65398,-7.216205,5.541685,-9.616379,-15.36633,-19.30167,24.07876,8.907469,-7.69931,21.86926,22.86844,18.47839,14.46047,20.08773,14.36257,14.1769,7.754211,19.07348,-2.958659,6.116805,6.148709,-17.47755,-17.12131,-16.85704,-7.094447,-13.63377,19.05958,-0.8826972,18.095,-13.39815,-22.1724,-29.65319,-27.40157,29.8521,1.085088,-3.454782,1.121669,-1.786236,-14.02549,-12.73157,12.87967,-1.397298,-6.353191,17.49592,-7.865532,-8.225325,-9.849729,-24.64276,-17.8222,19.20595,-2.800864,9.224009,-14.6836,20.97176,20.74079,0.006140009,14.06266,-11.77365,-11.34097,10.81074,18.41484,-8.918524,-5.727978,-11.39437,-13.75335,-7.483497,29.44531,-2.375458,14.33723,20.03384,-9.818181,33.03887,28.63679,9.39538,14.30259,28.58526,12.38035,-13.16067,7.93108,30.8113,43.04481,4.171404,29.70768,44.30316,-11.40073,-12.66384,-9.49016,-16.73476,0.4599374,-11.70487,-11.22883,0.5130429,-18.91961,6.287253,9.514908,15.55564,43.79592,-10.23902,-2.848705,-1.64151,-34.71387,-6.812864,-16.99004,-2.547672,10.9461,-17.50373,-20.42767,-16.81659,-21.46063,-13.41342,-1.942486,-0.1548014,-1.271893,-0.3086801,-23.51473,-18.60923,-22.90539,-19.39794,-7.447835,-20.39862,-14.97682,-17.39826,-19.91817,-10.38232,-12.80855,-31.80516,-3.152185,-29.69305,-5.947715,-6.442138,-26.32041,25.22478,-26.35569,-8.097545,-10.2256,-17.01669,-22.26443,-6.821026,-19.95967,-19.04146,-12.29552,-10.04995,-9.857825,-15.96146,-26.4971,-26.78714,-7.247289,3.523656,-8.690328,3.208501,-2.808875,19.32656,3.662579,-11.04352,-11.46375,10.63522,13.13642,-15.10579,-10.9371,-10.84311,8.756482,-19.44831,-15.18513,1.886837,21.73381,-10.36713
2493363.28125,exit,-2.418709,-15.54893,-34.8192,-33.52913,-24.18927,5.13736,19.05191,0.3788865,-41.94546,17.36907,5.003955,-24.59302,-36.0961,-49.53394,-66.65568,-36.98106,11.9572,-29.17934,-35.83001,-39.25151,-2.066883,-12.42913,-27.75766,13.28051,14.48837,2.086227,-5.346562,-7.894192,11.61637,9.349815,-5.701523,3.849325,-22.96933,10.65155,1.936217,-35.95182,-3.970077,-2.452859,3.906032,-7.190843,10.60801,-31.19898,33.29023,7.128714,-4.071148,-15.93737,-17.37835,29.03288,-17.27508,15.9219,23.96689,9.587495,-8.161932,-17.04889,16.66234,4.186295,2.055663,25.01925,3.574419,-8.350293,4.739683,-2.023093,-9.852429,32.16678,1.893309,19.27369,-8.031106,32.91589,24.81618,9.665936,20.07606,-5.061374,-4.488693,16.06807,22.88662,-9.6352,0.6292681,-3.92834,-6.809273,-13.75962,34.97095,-34.65273,-37.42847,-22.43031,-54.3731,-9.017363,8.610422,-23.11243,-23.36415,23.88283,16.81016,-34.5375,-5.267389,9.290816,19.23723,-4.641534,18.21367,29.56462,-11.14662,-15.07461,-18.1945,-18.30655,-9.175599,-21.13029,-21.29137,-15.07293,-34.17711,-9.045132,-5.220601,1.985394,8.434471,-21.61144,-15.03828,-8.34133,-16.59355,3.964362,-2.749319,21.28373,30.06463,-2.077351,-14.72027,-8.545694,-14.7726,-15.03376,-23.28677,-32.90438,-20.96482,-27.26347,-35.64689,-14.34115,-9.346354,-13.59667,-8.43323,14.38767,6.210542,12.41768,16.59277,1.004315,-1.491442,-4.722307,-11.65299,-4.12752,-18.81139,-22.38699,-42.32338,13.7942,-40.39176,-18.18524,-13.58945,-26.16151,-23.46195,-2.018051,-26.85076,14.63403,-6.008793,-17.98391,-6.071039,-0.620901,3.910255,2.948611,-2.022691,9.453538,-3.285448,31.69016,-28.77251,1.303599,-16.69958,-32.36233,-44.33462,-20.58342,-5.092395,-28.12757,-29.77952,-23.62926,-4.913705,-47.69064,-47.46347,-13.38337,3.957929,-27.49495
2550937.5,enter,102.8141,70.40988,52.47609,25.83406,22.75851,27.30123,30.47693,108.4258,14.1076,8.579407,4.851469,-39.51949,-37.96009,-23.44783,-40.91262,0.0686336,11.51291,-28.23088,-32.99005,-36.59108,17.19678,-10.18503,-25.0502,54.62018,57.52464,59.16086,47.74902,58.44911,40.53981,39.34592,37.40162,47.95543,29.20038,28.6228,29.56429,7.341846,6.436615,16.67127,25.75905,18.42463,53.28234,19.91007,40.10462,18.25077,15.10015,3.910614,3.687046,61.36697,28.08491,23.57887,35.68802,34.72647,24.9584,19.53003,-20.82428,-32.78131,-33.68324,-7.849245,10.55974,9.465981,19.3842,7.687601,-44.84931,37.71423,6.92751,16.36118,-45.39487,38.28709,30.37971,6.260059,11.59801,-42.81418,-42.55239,6.565804,8.49927,-35.14893,-37.69338,-42.12873,-45.0519,-50.38908,-2.541941,18.49645,29.67863,35.38623,8.659532,44.53866,40.48382,38.6451,77.67109,33.32774,14.89731,9.208547,2.55024,24.69013,48.12082,-7.376624,9.566451,7.660933,-5.974094,-27.34542,-77.19411,-39.46453,-87.31044,-99.58855,-100.1628,23.90099,-43.64875,-28.33062,-29.31115,-20.62347,5.318614,-41.60741,-31.48709,-31.26788,2.149106,8.193895,1.574444,28.05071,41.39401,16.12202,9.190479,19.67556,15.06096,19.31738,21.72583,19.75074,18.5247,13.98678,5.286674,17.94787,19.34579,13.17662,16.88612,14.54154,0.05425019,12.51702,16.25098,7.939951,25.72059,14.79431,23.5663,11.39087,-41.78711,-37.50454,-42.9758,-4.1039,-46.39315,-46.46631,-39.96381,-49.56691,-49.32679,-48.24715,-46.95827,16.43567,-59.18366,-25.59974,-16.12909,-7.158487,-3.790794,-5.760662,-40.28534,-29.33082,-40.308,25.35863,41.32664,65.98806,68.52484,55.63009,72.47241,103.9758,83.83685,44.09716,84.9306,56.83433,154.6898,87.72849,120.7476,-102.3853,-63.00472,108.3493
2574449.21875,content,-17.08301,-48.91744,-34.81162,-40.32858,-30.48561,-9.700535,8.316747,-8.421588,-36.36845,-17.11009,-9.548388,-31.41066,-42.65235,-36.27478,-52.65818,-27.37713,-2.374192,-29.82485,-36.4971,-40.25257,5.414046,-13.22663,-26.90016,6.745224,12.63667,3.139185,1.955845,4.99989,7.242932,10.44937,1.168211,11.70197,-6.751468,6.171381,5.270611,-18.96166,-5.780658,4.283311,9.951964,1.499953,27.99097,-1.354177,29.80556,10.8057,7.607363,0.4640174,0.3553434,49.60808,12.83535,14.94215,30.15484,31.90512,14.80494,11.36546,20.73418,7.856856,4.353197,27.53166,8.709409,12.35401,18.3236,16.82973,-7.38657,35.35263,7.219147,29.15101,-5.482663,37.36174,29.69863,14.21237,22.58538,-1.839622,-2.283514,15.33531,23.16912,-14.10445,3.381837,-1.527755,-3.653674,-19.28061,38.04858,-7.946354,11.37593,7.732029,-27.94676,30.03461,13.19289,-4.502411,-2.578289,19.08824,-1.466919,-34.84214,-12.19535,9.148183,21.09008,-14.10827,6.628762,16.17754,5.196311,-21.17439,-27.099,-32.17628,-18.05697,-30.60392,-29.80098,-32.44249,-44.47894,-19.38271,-19.82946,-16.1147,9.33032,-43.68577,-29.85223,-32.66034,10.79165,-0.5750441,-3.935322,21.436,34.19608,11.39239,11.43367,19.40631,16.40667,16.21417,12.35485,2.711129,11.40581,8.272126,2.868472,20.38075,21.60323,18.45848,22.75983,9.928955,-8.539178,6.430075,10.68942,6.641839,32.18628,19.91969,23.00237,20.42481,-30.15147,-29.53477,-43.18136,6.1101,-43.33286,-34.91401,-35.6111,-39.94542,-32.08333,2.373721,-34.79158,12.3629,-3.307002,-10.3573,-0.5842878,-0.2580113,1.497514,0.04676269,2.844106,14.38614,2.069312,26.55563,-16.47227,0.7616026,-14.87684,-29.15038,-28.64341,-10.56341,-8.907853,-36.38478,-34.54874,-33.8912,-20.84962,-42.38707,-40.1191,-23.46776,-9.221095,-47.12358
